,Cell type,test,cell tissue,cell source,material
1783,HepG2,MTT,Liver,Human,ZnO
1784,HepG2,MTT,Liver,Human,ZnO
1785,HepG2,MTT,Liver,Human,ZnO
1786,HaCat,CCK-8,Skin,Human,SiO2
1787,HaCat,CCK-8,Skin,Human,SiO2
1788,HaCat,CCK-8,Skin,Human,SiO2
1789,HaCat,CCK-8,Skin,Human,SiO2
1790,HaCat,CCK-8,Skin,Human,SiO2
1791,HaCat,CCK-8,Skin,Human,SiO2
1792,HaCat,CCK-8,Skin,Human,SiO2
1793,HaCat,CCK-8,Skin,Human,SiO2
1794,HaCat,CCK-8,Skin,Human,SiO2
1795,HaCat,CCK-8,Skin,Human,SiO2
1796,HaCat,CCK-8,Skin,Human,SiO2
1797,HaCat,CCK-8,Skin,Human,SiO2
1798,HaCat,CCK-8,Skin,Human,SiO2
1799,HaCat,CCK-8,Skin,Human,SiO2
1800,HaCat,CCK-8,Skin,Human,SiO2
1801,HaCat,CCK-8,Skin,Human,SiO2
1802,HaCat,CCK-8,Skin,Human,SiO2
1803,HaCat,CCK-8,Skin,Human,SiO2
1804,HaCat,CCK-8,Skin,Human,SiO2
1805,HaCat,CCK-8,Skin,Human,SiO2
1806,HaCat,CCK-8,Skin,Human,SiO2
1807,HaCat,CCK-8,Skin,Human,SiO2
1808,HaCat,CCK-8,Skin,Human,SiO2
1809,HaCat,CCK-8,Skin,Human,SiO2
1810,PBMC,MTT,Blood,Human,Au
1811,PBMC,MTT,Blood,Human,Au
1812,PBMC,MTT,Blood,Human,Au
1813,PBMC,MTT,Blood,Human,Au
1814,PBMC,MTT,Blood,Human,Au
1815,PBMC,MTT,Blood,Human,Au
1816,PBMC,MTT,Blood,Human,Au
1817,PBMC,MTT,Blood,Human,Au
1818,Jurkat,MTT,Blood,Human,Au
1819,Jurkat,MTT,Blood,Human,Au
1820,Jurkat,MTT,Blood,Human,Au
1821,Jurkat,MTT,Blood,Human,Au
1822,Jurkat,MTT,Blood,Human,Au
1823,Jurkat,MTT,Blood,Human,Au
1824,Jurkat,MTT,Blood,Human,Au
1825,Jurkat,MTT,Blood,Human,Au
1826,HepG2,MTT,Liver,Human,Au
1827,HepG2,MTT,Liver,Human,Au
1828,HepG2,MTT,Liver,Human,Au
1829,HepG2,MTT,Liver,Human,Au
1830,HepG2,MTT,Liver,Human,Au
1831,HepG2,MTT,Liver,Human,Au
1832,HepG2,MTT,Liver,Human,Au
1833,HepG2,MTT,Liver,Human,Au
1834,HepG2,MTT,Liver,Human,Au
1835,HepG2,MTT,Liver,Human,Au
1836,HepG2,MTT,Liver,Human,Au
1837,HepG2,MTT,Liver,Human,Au
1838,HepG2,MTT,Liver,Human,Au
1839,HepG2,MTT,Liver,Human,Au
1840,HepG2,MTT,Liver,Human,Au
1841,L-02,MTT,Liver,Human,Au
1842,L-02,MTT,Liver,Human,Au
1843,L-02,MTT,Liver,Human,Au
1844,L-02,MTT,Liver,Human,Au
1845,L-02,MTT,Liver,Human,Au
1846,L-02,MTT,Liver,Human,Au
1847,L-02,MTT,Liver,Human,Au
1848,L-02,MTT,Liver,Human,Au
1849,L-02,MTT,Liver,Human,Au
1850,L-02,MTT,Liver,Human,Au
1851,L-02,MTT,Liver,Human,Au
1852,L-02,MTT,Liver,Human,Au
1853,L-02,MTT,Liver,Human,Au
1854,L-02,MTT,Liver,Human,Au
1855,L-02,MTT,Liver,Human,Au
1856,A549,CCK-8,Lung,Human,Au
1857,A549,CCK-8,Lung,Human,Au
1858,A549,CCK-8,Lung,Human,Au
1859,A549,CCK-8,Lung,Human,Au
1860,A549,CCK-8,Lung,Human,Au
1861,A549,CCK-8,Lung,Human,Au
1862,A549,CCK-8,Lung,Human,Au
1863,A549,CCK-8,Lung,Human,Au
1864,A549,CCK-8,Lung,Human,Au
1865,A549,CCK-8,Lung,Human,Au
1866,A549,CCK-8,Lung,Human,Au
1867,A549,CCK-8,Lung,Human,Au
1868,95D,CCK-8,Lung,Human,Au
1869,95D,CCK-8,Lung,Human,Au
1870,95D,CCK-8,Lung,Human,Au
1871,95D,CCK-8,Lung,Human,Au
1872,95D,CCK-8,Lung,Human,Au
1873,95D,CCK-8,Lung,Human,Au
1874,95D,CCK-8,Lung,Human,Au
1875,95D,CCK-8,Lung,Human,Au
1876,95D,CCK-8,Lung,Human,Au
1877,95D,CCK-8,Lung,Human,Au
1878,95D,CCK-8,Lung,Human,Au
1879,95D,CCK-8,Lung,Human,Au
1880,A549,MTT,Lung,Human,Ag
1881,A549,MTT,Lung,Human,Ag
1882,A549,MTT,Lung,Human,Ag
1883,A549,MTT,Lung,Human,Ag
1884,A549,MTT,Lung,Human,Ag
1885,A549,MTT,Lung,Human,Ag
1886,A549,MTT,Lung,Human,Ag
1887,A549,MTT,Lung,Human,Ag
1888,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1889,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1890,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1891,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1892,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1893,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1894,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1895,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1896,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1897,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1898,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1899,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1900,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1901,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1902,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1903,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1904,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1905,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1906,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1907,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1908,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1909,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1910,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1911,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1912,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1913,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1914,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1915,Ana-1,CCK-8,BoneMarrow,Mouse,ZnO
1916,HEK293,MTT,Kidney,Human,TiO2
1917,HEK293,MTT,Kidney,Human,TiO2
1918,HEK293,MTT,Kidney,Human,TiO2
1919,HEK293,MTT,Kidney,Human,TiO2
1920,HEK293,MTT,Kidney,Human,TiO2
1921,HEK293,MTT,Kidney,Human,TiO2
1922,HEK293,MTT,Kidney,Human,TiO2
1923,HEK293,MTT,Kidney,Human,TiO2
1924,HEK293,MTT,Kidney,Human,TiO2
1925,A549,MTT,Lung,Human,TiO2
1926,A549,MTT,Lung,Human,TiO2
1927,A549,MTT,Lung,Human,TiO2
1928,A549,MTT,Lung,Human,TiO2
1929,A549,MTT,Lung,Human,TiO2
1930,A549,MTT,Lung,Human,Ni
1931,A549,MTT,Lung,Human,Ni
1932,A549,MTT,Lung,Human,Ni
1933,A549,MTT,Lung,Human,Ni
1934,A549,MTT,Lung,Human,Ni
1935,A549,MTT,Lung,Human,Ni
1936,A549,MTT,Lung,Human,Ni
1937,A549,MTT,Lung,Human,Ni
1938,A549,MTT,Lung,Human,Ni
1939,A549,MTT,Lung,Human,Ni
1940,HeLa,CellTiterGlo,Cervix,Human,Pt
1941,HeLa,CellTiterGlo,Cervix,Human,Pt
1942,HeLa,CellTiterGlo,Cervix,Human,Pt
1943,HeLa,CellTiterGlo,Cervix,Human,Pt
1944,HeLa,CellTiterGlo,Cervix,Human,Pt
1945,HeLa,CellTiterGlo,Cervix,Human,Pt
1946,HeLa,CellTiterGlo,Cervix,Human,Pt
1947,HeLa,CellTiterGlo,Cervix,Human,Pt
1948,HeLa,CellTiterGlo,Cervix,Human,Pt
1949,HeLa,CellTiterGlo,Cervix,Human,Pt
1950,HeLa,CellTiterGlo,Cervix,Human,Pt
1951,HeLa,CellTiterGlo,Cervix,Human,Pt
1952,HeLa,CellTiterGlo,Cervix,Human,Pt
1953,HeLa,CellTiterGlo,Cervix,Human,Pt
1954,HeLa,CellTiterGlo,Cervix,Human,Pt
1955,MCF-7,CellTiterGlo,Breast,Human,Pt
1956,MCF-7,CellTiterGlo,Breast,Human,Pt
1957,MCF-7,CellTiterGlo,Breast,Human,Pt
1958,MCF-7,CellTiterGlo,Breast,Human,Pt
1959,MCF-7,CellTiterGlo,Breast,Human,Pt
1960,MCF-7,CellTiterGlo,Breast,Human,Pt
1961,MCF-7,CellTiterGlo,Breast,Human,Pt
1962,MCF-7,CellTiterGlo,Breast,Human,Pt
1963,MCF-7,CellTiterGlo,Breast,Human,Pt
1964,MCF-7,CellTiterGlo,Breast,Human,Pt
1965,MCF-7,CellTiterGlo,Breast,Human,Pt
1966,MCF-7,CellTiterGlo,Breast,Human,Pt
1967,MCF-7,CellTiterGlo,Breast,Human,Pt
1968,MCF-7,CellTiterGlo,Breast,Human,Pt
1969,MCF-7,CellTiterGlo,Breast,Human,Pt
1970,IMR90,CellTiterGlo,Lung,Human,Pt
1971,IMR90,CellTiterGlo,Lung,Human,Pt
1972,IMR90,CellTiterGlo,Lung,Human,Pt
1973,IMR90,CellTiterGlo,Lung,Human,Pt
1974,IMR90,CellTiterGlo,Lung,Human,Pt
1975,IMR90,CellTiterGlo,Lung,Human,Pt
1976,IMR90,CellTiterGlo,Lung,Human,Pt
1977,IMR90,CellTiterGlo,Lung,Human,Pt
1978,IMR90,CellTiterGlo,Lung,Human,Pt
1979,IMR90,CellTiterGlo,Lung,Human,Pt
1980,IMR90,CellTiterGlo,Lung,Human,Pt
1981,IMR90,CellTiterGlo,Lung,Human,Pt
1982,IMR90,CellTiterGlo,Lung,Human,Pt
1983,IMR90,CellTiterGlo,Lung,Human,Pt
1984,IMR90,CellTiterGlo,Lung,Human,Pt
1985,HeLa,CellTiterGlo,Cervix,Human,Pt
1986,HeLa,CellTiterGlo,Cervix,Human,Pt
1987,HeLa,CellTiterGlo,Cervix,Human,Pt
1988,HeLa,CellTiterGlo,Cervix,Human,Pt
1989,HeLa,CellTiterGlo,Cervix,Human,Pt
1990,HeLa,CellTiterGlo,Cervix,Human,Pt
1991,HeLa,CellTiterGlo,Cervix,Human,Pt
1992,HeLa,CellTiterGlo,Cervix,Human,Pt
1993,HeLa,CellTiterGlo,Cervix,Human,Pt
1994,HeLa,CellTiterGlo,Cervix,Human,Pt
1995,HeLa,CellTiterGlo,Cervix,Human,Pt
1996,HeLa,CellTiterGlo,Cervix,Human,Pt
1997,HeLa,CellTiterGlo,Cervix,Human,Pt
1998,HeLa,CellTiterGlo,Cervix,Human,Pt
1999,HeLa,CellTiterGlo,Cervix,Human,Pt
2000,MCF-7,CellTiterGlo,Breast,Human,Pt
2001,MCF-7,CellTiterGlo,Breast,Human,Pt
2002,MCF-7,CellTiterGlo,Breast,Human,Pt
2003,MCF-7,CellTiterGlo,Breast,Human,Pt
2004,MCF-7,CellTiterGlo,Breast,Human,Pt
2005,MCF-7,CellTiterGlo,Breast,Human,Pt
2006,MCF-7,CellTiterGlo,Breast,Human,Pt
2007,MCF-7,CellTiterGlo,Breast,Human,Pt
2008,MCF-7,CellTiterGlo,Breast,Human,Pt
2009,MCF-7,CellTiterGlo,Breast,Human,Pt
2010,MCF-7,CellTiterGlo,Breast,Human,Pt
2011,MCF-7,CellTiterGlo,Breast,Human,Pt
2012,MCF-7,CellTiterGlo,Breast,Human,Pt
2013,MCF-7,CellTiterGlo,Breast,Human,Pt
2014,MCF-7,CellTiterGlo,Breast,Human,Pt
2015,IMR90,CellTiterGlo,Lung,Human,Pt
2016,IMR90,CellTiterGlo,Lung,Human,Pt
2017,IMR90,CellTiterGlo,Lung,Human,Pt
2018,IMR90,CellTiterGlo,Lung,Human,Pt
2019,IMR90,CellTiterGlo,Lung,Human,Pt
2020,IMR90,CellTiterGlo,Lung,Human,Pt
2021,IMR90,CellTiterGlo,Lung,Human,Pt
2022,IMR90,CellTiterGlo,Lung,Human,Pt
2023,IMR90,CellTiterGlo,Lung,Human,Pt
2024,IMR90,CellTiterGlo,Lung,Human,Pt
2025,IMR90,CellTiterGlo,Lung,Human,Pt
2026,IMR90,CellTiterGlo,Lung,Human,Pt
2027,IMR90,CellTiterGlo,Lung,Human,Pt
2028,IMR90,CellTiterGlo,Lung,Human,Pt
2029,IMR90,CellTiterGlo,Lung,Human,Pt
2030,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2031,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2032,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2033,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2034,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2035,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2036,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2037,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2038,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2039,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2040,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2041,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2042,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2043,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2044,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2045,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2046,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2047,RAW264.7,MTS,Ascites,Mouse,Fe3O4
2048,SKOV-3,MTS,Ovary,Human,Fe3O4
2049,SKOV-3,MTS,Ovary,Human,Fe3O4
2050,SKOV-3,MTS,Ovary,Human,Fe3O4
2051,SKOV-3,MTS,Ovary,Human,Fe3O4
2052,SKOV-3,MTS,Ovary,Human,Fe3O4
2053,SKOV-3,MTS,Ovary,Human,Fe3O4
2054,SKOV-3,MTS,Ovary,Human,Fe3O4
2055,SKOV-3,MTS,Ovary,Human,Fe3O4
2056,SKOV-3,MTS,Ovary,Human,Fe3O4
2057,SKOV-3,MTS,Ovary,Human,Fe3O4
2058,SKOV-3,MTS,Ovary,Human,Fe3O4
2059,SKOV-3,MTS,Ovary,Human,Fe3O4
2060,SKOV-3,MTS,Ovary,Human,Fe3O4
2061,SKOV-3,MTS,Ovary,Human,Fe3O4
2062,SKOV-3,MTS,Ovary,Human,Fe3O4
2063,SKOV-3,MTS,Ovary,Human,Fe3O4
2064,SKOV-3,MTS,Ovary,Human,Fe3O4
2065,SKOV-3,MTS,Ovary,Human,Fe3O4
2066,HCMEC,MTT,Heart,Human,MgO
2067,HCMEC,MTT,Heart,Human,MgO
2068,HCMEC,MTT,Heart,Human,MgO
2069,HCMEC,MTT,Heart,Human,MgO
2070,HCMEC,MTT,Heart,Human,MgO
2071,HCMEC,MTT,Heart,Human,MgO
2072,HCMEC,MTT,Heart,Human,MgO
2073,HCMEC,MTT,Heart,Human,MgO
2074,HCMEC,MTT,Heart,Human,MgO
2075,HCMEC,MTT,Heart,Human,Al2O3
2076,HCMEC,MTT,Heart,Human,Al2O3
2077,HCMEC,MTT,Heart,Human,Al2O3
2078,HCMEC,MTT,Heart,Human,Al2O3
2079,HCMEC,MTT,Heart,Human,Al2O3
2080,HCMEC,MTT,Heart,Human,Al2O3
2081,HCMEC,MTT,Heart,Human,Al2O3
2082,HCMEC,MTT,Heart,Human,Al2O3
2083,HCMEC,MTT,Heart,Human,Al2O3
2084,HCMEC,MTT,Heart,Human,CuO
2085,HCMEC,MTT,Heart,Human,CuO
2086,HCMEC,MTT,Heart,Human,CuO
2087,HCMEC,MTT,Heart,Human,CuO
2088,HCMEC,MTT,Heart,Human,CuO
2089,HCMEC,MTT,Heart,Human,CuO
2090,HCMEC,MTT,Heart,Human,CuO
2091,HCMEC,MTT,Heart,Human,CuO
2092,HCMEC,MTT,Heart,Human,CuO
2093,HCMEC,MTT,Heart,Human,ZnO
2094,HCMEC,MTT,Heart,Human,ZnO
2095,HCMEC,MTT,Heart,Human,ZnO
2096,HCMEC,MTT,Heart,Human,ZnO
2097,HCMEC,MTT,Heart,Human,ZnO
2098,HCMEC,MTT,Heart,Human,ZnO
2099,HCMEC,MTT,Heart,Human,ZnO
2100,HCMEC,MTT,Heart,Human,ZnO
2101,HCMEC,MTT,Heart,Human,ZnO
2102,HCMEC,MTT,Heart,Human,Fe3O4
2103,HCMEC,MTT,Heart,Human,Fe3O4
2104,HCMEC,MTT,Heart,Human,Fe3O4
2105,HCMEC,MTT,Heart,Human,Fe3O4
2106,HCMEC,MTT,Heart,Human,Fe3O4
2107,HCMEC,MTT,Heart,Human,Fe3O4
2108,HCMEC,MTT,Heart,Human,Fe3O4
2109,HCMEC,MTT,Heart,Human,Fe3O4
2110,HCMEC,MTT,Heart,Human,Fe3O4
2111,HCMEC,MTT,Heart,Human,Fe3O4
2112,HCMEC,MTT,Heart,Human,Fe3O4
2113,HCMEC,MTT,Heart,Human,Fe3O4
2114,HCMEC,MTT,Heart,Human,Fe3O4
2115,HCMEC,MTT,Heart,Human,Fe3O4
2116,HCMEC,MTT,Heart,Human,Fe3O4
2117,HCMEC,MTT,Heart,Human,Fe3O4
2118,HCMEC,MTT,Heart,Human,Fe3O4
2119,HCMEC,MTT,Heart,Human,Fe3O4
2120,HCMEC,MTT,Heart,Human,MgO
2121,HCMEC,MTT,Heart,Human,MgO
2122,HCMEC,MTT,Heart,Human,MgO
2123,HCMEC,MTT,Heart,Human,MgO
2124,HCMEC,MTT,Heart,Human,MgO
2125,HCMEC,MTT,Heart,Human,MgO
2126,HCMEC,MTT,Heart,Human,MgO
2127,HCMEC,MTT,Heart,Human,MgO
2128,HCMEC,MTT,Heart,Human,MgO
2129,HCMEC,MTT,Heart,Human,Al2O3
2130,HCMEC,MTT,Heart,Human,Al2O3
2131,HCMEC,MTT,Heart,Human,Al2O3
2132,HCMEC,MTT,Heart,Human,Al2O3
2133,HCMEC,MTT,Heart,Human,Al2O3
2134,HCMEC,MTT,Heart,Human,Al2O3
2135,HCMEC,MTT,Heart,Human,Al2O3
2136,HCMEC,MTT,Heart,Human,Al2O3
2137,HCMEC,MTT,Heart,Human,Al2O3
2138,HCMEC,MTT,Heart,Human,CuO
2139,HCMEC,MTT,Heart,Human,CuO
2140,HCMEC,MTT,Heart,Human,CuO
2141,HCMEC,MTT,Heart,Human,CuO
2142,HCMEC,MTT,Heart,Human,CuO
2143,HCMEC,MTT,Heart,Human,CuO
2144,HCMEC,MTT,Heart,Human,CuO
2145,HCMEC,MTT,Heart,Human,CuO
2146,HCMEC,MTT,Heart,Human,CuO
2147,HCMEC,MTT,Heart,Human,ZnO
2148,HCMEC,MTT,Heart,Human,ZnO
2149,HCMEC,MTT,Heart,Human,ZnO
2150,HCMEC,MTT,Heart,Human,ZnO
2151,HCMEC,MTT,Heart,Human,ZnO
2152,HCMEC,MTT,Heart,Human,ZnO
2153,HCMEC,MTT,Heart,Human,ZnO
2154,HCMEC,MTT,Heart,Human,ZnO
2155,HCMEC,MTT,Heart,Human,ZnO
2156,HCMEC,MTT,Heart,Human,Fe3O4
2157,HCMEC,MTT,Heart,Human,Fe3O4
2158,HCMEC,MTT,Heart,Human,Fe3O4
2159,HCMEC,MTT,Heart,Human,Fe3O4
2160,HCMEC,MTT,Heart,Human,Fe3O4
2161,HCMEC,MTT,Heart,Human,Fe3O4
2162,HCMEC,MTT,Heart,Human,Fe3O4
2163,HCMEC,MTT,Heart,Human,Fe3O4
2164,HCMEC,MTT,Heart,Human,Fe3O4
2165,HCMEC,MTT,Heart,Human,Fe3O4
2166,HCMEC,MTT,Heart,Human,Fe3O4
2167,HCMEC,MTT,Heart,Human,Fe3O4
2168,HCMEC,MTT,Heart,Human,Fe3O4
2169,HCMEC,MTT,Heart,Human,Fe3O4
2170,HCMEC,MTT,Heart,Human,Fe3O4
2171,HCMEC,MTT,Heart,Human,Fe3O4
2172,HCMEC,MTT,Heart,Human,Fe3O4
2173,HCMEC,MTT,Heart,Human,Fe3O4
2174,UM-UC-3,CytoTox-Glo,UrinaryBladder,Human,C
2175,UM-UC-3,CytoTox-Glo,UrinaryBladder,Human,C
2176,UM-UC-3,CytoTox-Glo,UrinaryBladder,Human,C
2177,UM-UC-3,CytoTox-Glo,UrinaryBladder,Human,C
2178,EJ28,WST-1,UrinaryBladder,Human,C
2179,EJ28,WST-1,UrinaryBladder,Human,C
2180,EJ28,WST-1,UrinaryBladder,Human,C
2181,EJ28,WST-1,UrinaryBladder,Human,C
2182,EJ28,WST-1,UrinaryBladder,Human,C
2183,EJ28,WST-1,UrinaryBladder,Human,C
2184,EJ28,WST-1,UrinaryBladder,Human,C
2185,EJ28,WST-1,UrinaryBladder,Human,C
2186,EJ28,WST-1,UrinaryBladder,Human,C
2187,EJ28,WST-1,UrinaryBladder,Human,C
2188,EJ28,WST-1,UrinaryBladder,Human,C
2189,EJ28,WST-1,UrinaryBladder,Human,C
2190,CHO-K1,NRU,Ovary,Hamster,TiO2
2191,CHO-K1,NRU,Ovary,Hamster,TiO2
2192,CHO-K1,NRU,Ovary,Hamster,TiO2
2193,CHO-K1,NRU,Ovary,Hamster,TiO2
2194,CHO-K1,NRU,Ovary,Hamster,TiO2
2195,CHO-K1,MTT,Ovary,Hamster,TiO2
2196,CHO-K1,MTT,Ovary,Hamster,TiO2
2197,CHO-K1,MTT,Ovary,Hamster,TiO2
2198,CHO-K1,MTT,Ovary,Hamster,TiO2
2199,CHO-K1,NRU,Ovary,Hamster,Al2O3
2200,CHO-K1,NRU,Ovary,Hamster,Al2O3
2201,CHO-K1,NRU,Ovary,Hamster,Al2O3
2202,CHO-K1,NRU,Ovary,Hamster,Al2O3
2203,CHO-K1,NRU,Ovary,Hamster,Al2O3
2204,CHO-K1,MTT,Ovary,Hamster,Al2O3
2205,CHO-K1,MTT,Ovary,Hamster,Al2O3
2206,CHO-K1,MTT,Ovary,Hamster,Al2O3
2207,CHO-K1,MTT,Ovary,Hamster,Al2O3
2208,L929,EZ4U,SubcutaneousConnectiveTissue,Mouse,Al2O3
2209,L929,EZ4U,SubcutaneousConnectiveTissue,Mouse,Al2O3
2210,L929,EZ4U,SubcutaneousConnectiveTissue,Mouse,Al2O3
2211,L929,EZ4U,SubcutaneousConnectiveTissue,Mouse,Al2O3
2212,L929,EZ4U,SubcutaneousConnectiveTissue,Mouse,Al2O3
2213,BJ,EZ4U,Skin,Human,Al2O3
2214,BJ,EZ4U,Skin,Human,Al2O3
2215,BJ,EZ4U,Skin,Human,Al2O3
2216,BJ,EZ4U,Skin,Human,Al2O3
2217,BJ,EZ4U,Skin,Human,Al2O3
2218,HFL1,MTT,Lung,Human,Al2O3
2219,HFL1,MTT,Lung,Human,Al2O3
2220,HFL1,MTT,Lung,Human,Al2O3
2221,HFL1,MTT,Lung,Human,Al2O3
2222,HFL1,MTT,Lung,Human,Al2O3
2223,HFL1,MTT,Lung,Human,SiO2
2224,HFL1,MTT,Lung,Human,SiO2
2225,HFL1,MTT,Lung,Human,SiO2
2226,HFL1,MTT,Lung,Human,SiO2
2227,HFL1,MTT,Lung,Human,SiO2
2228,HFL1,MTT,Lung,Human,TiO2
2229,HFL1,MTT,Lung,Human,TiO2
2230,HFL1,MTT,Lung,Human,TiO2
2231,HFL1,MTT,Lung,Human,TiO2
2232,HFL1,MTT,Lung,Human,TiO2
2233,HFL1,MTT,Lung,Human,ZnO
2234,HFL1,MTT,Lung,Human,ZnO
2235,HFL1,MTT,Lung,Human,ZnO
2236,HFL1,MTT,Lung,Human,ZnO
2237,HFL1,MTT,Lung,Human,ZnO
2238,J774A.1,MTT,Ascites,Mouse,Fe3O4
2239,J774A.1,MTT,Ascites,Mouse,Fe3O4
2240,J774A.1,MTT,Ascites,Mouse,Fe3O4
2241,J774A.1,MTT,Ascites,Mouse,Fe3O4
2242,J774A.1,MTT,Ascites,Mouse,Fe3O4
2243,J774A.1,MTT,Ascites,Mouse,Fe3O4
2244,J774A.1,MTT,Ascites,Mouse,Fe3O4
2245,J774A.1,MTT,Ascites,Mouse,Fe3O4
2246,J774A.1,MTT,Ascites,Mouse,Fe3O4
2247,J774A.1,MTT,Ascites,Mouse,Fe3O4
2248,J774A.1,MTT,Ascites,Mouse,Fe3O4
2249,J774A.1,MTT,Ascites,Mouse,Fe3O4
2250,L-132,MTT,Lung,Human,ZnO
2251,L-132,MTT,Lung,Human,ZnO
2252,L-132,MTT,Lung,Human,ZnO
2253,L-132,MTT,Lung,Human,ZnO
2254,THP-1,MTT,Blood,Human,ZnO
2255,THP-1,MTT,Blood,Human,ZnO
2256,THP-1,MTT,Blood,Human,ZnO
2257,THP-1,MTT,Blood,Human,ZnO
2258,THP-1,MTT,Blood,Human,ZnO
2259,L-132,MTT,Lung,Human,SiO2
2260,L-132,MTT,Lung,Human,SiO2
2261,L-132,MTT,Lung,Human,SiO2
2262,L-132,MTT,Lung,Human,SiO2
2263,L-132,MTT,Lung,Human,SiO2
2264,THP-1,MTT,Blood,Human,SiO2
2265,THP-1,MTT,Blood,Human,SiO2
2266,THP-1,MTT,Blood,Human,SiO2
2267,THP-1,MTT,Blood,Human,SiO2
2268,THP-1,MTT,Blood,Human,SiO2
2269,THP-1,MTT,Blood,Human,SiO2
2270,THP-1,MTT,Blood,Human,C
2271,THP-1,MTT,Blood,Human,C
2272,THP-1,MTT,Blood,Human,C
2273,THP-1,MTT,Blood,Human,C
2274,THP-1,MTT,Blood,Human,C
2275,CCL-110,MTS,Skin,Human,Au
2276,CCL-110,MTS,Skin,Human,Au
2277,CCL-110,MTS,Skin,Human,Au
2278,CCL-110,MTS,Skin,Human,Au
2279,CCL-110,MTS,Skin,Human,Au
2280,CCL-110,MTS,Skin,Human,Au
2281,CCL-110,MTS,Skin,Human,Au
2282,CCL-110,MTS,Skin,Human,Au
2283,CCL-110,MTS,Skin,Human,Au
2284,CCL-110,MTS,Skin,Human,Au
2285,CCL-110,MTS,Skin,Human,Au
2286,RFPEC,MTS,FatPad,Rat,Au
2287,RFPEC,MTS,FatPad,Rat,Au
2288,RFPEC,MTS,FatPad,Rat,Au
2289,RFPEC,MTS,FatPad,Rat,Au
2290,RFPEC,MTS,FatPad,Rat,Au
2291,RFPEC,MTS,FatPad,Rat,Au
2292,RFPEC,MTS,FatPad,Rat,Au
2293,RFPEC,MTS,FatPad,Rat,Au
2294,RFPEC,MTS,FatPad,Rat,Au
2295,RFPEC,MTS,FatPad,Rat,Au
2296,RFPEC,MTS,FatPad,Rat,Au
2297,RFPEC,MTS,FatPad,Rat,Au
2298,CCL-110,MTS,Skin,Human,Au
2299,CCL-110,MTS,Skin,Human,Au
2300,CCL-110,MTS,Skin,Human,Au
2301,CCL-110,MTS,Skin,Human,Au
2302,CCL-110,MTS,Skin,Human,Au
2303,CCL-110,MTS,Skin,Human,Au
2304,CCL-110,MTS,Skin,Human,Au
2305,CCL-110,MTS,Skin,Human,Au
2306,CCL-110,MTS,Skin,Human,Au
2307,CCL-110,MTS,Skin,Human,Au
2308,CCL-110,MTS,Skin,Human,Au
2309,CCL-110,MTS,Skin,Human,Au
2310,CCL-110,MTS,Skin,Human,Au
2311,CCL-110,MTS,Skin,Human,Au
2312,CCL-110,MTS,Skin,Human,Au
2313,CCL-110,MTS,Skin,Human,Au
2314,RFPEC,MTS,FatPad,Rat,Au
